,tweetcreatedts,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags,userID
542,4/26/2021 17:07,SPPlusCareers,"SP+ (SP Plus) is a diverse provider of professional parking, ground transportation, facility maintenance, security, & event logistics services.  #Hiring #jobs",,126,809,1720,0,"Find your space in the #parking industry! SP + is looking for a Valet Attendant in Asheville, NC. https://t.co/57OgZTk5ag #valet",#parking #valet,9.28E+17
543,4/26/2021 17:06,bmurphypointman,#affiliate #affiliatemarketing #bitcoin #business  #cryptocurrency #doge #deals #discount #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk,"Bay Area, CA",4826,69573,1048574,0,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #discountoffer #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #discountoffer #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport #airportparking,617853906
544,4/26/2021 17:00,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 1:00 PM

Alewife: 2002 free spaces (14% full)
Beverly: 343 (14%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 588 (13%)
Wonderland: 1256 (12%)
Woodland: 369 (31%)",#Parking,9.99E+17
545,4/26/2021 16:58,tmj_ca_usa_jobs,Follow this account for geo-targeted Other job tweets in California Non-Metro. Need help? Tweet us at @CareerArc!,California,298,718,1521,0,"Find your spot in #parking! We currently have Administrative/Clerical openings in Anaheim, CA. #CareerGrowth https://t.co/VrJ7IHqoNr",#parking #CareerGrowth,41621024
546,4/26/2021 16:42,Eric_Brazier,Toronto #DigitalTech ðŸ‘¨â€ðŸ’» & #PhotoAssistant ðŸ“¸ with 15+ yrs experience. Posting #TheDailyMobile cameraphone image everyday since March 2009.,"Toronto, Canada",648,566,9407,1,â€œHousing Bubbleâ€ https://t.co/kRvb7Sdpxz #TheDailyMobile #photography #AttendantKiosk #Billboard #Blue #BlueSky #Green #HousingBubble #Hut #Kiosk #Parking #ParkingLot #Plastic #PlasticBubble #Yellow https://t.co/cNX1cmGzEf,#TheDailyMobile #photography #AttendantKiosk #Billboard #Blue #BlueSky #Green #HousingBubble #Hut #Kiosk #Parking #ParkingLot #Plastic #PlasticBubble #Yellow,24729646
547,4/26/2021 16:41,WayCom_,"A ðŸš˜â€™s best friend: Parking â€¢ Car Wash â€¢ Gas â€¢ EV â€¢ Auto Insurance â€¢ Roadside Assistance
Get the App:",United States & Canada,1683,1402,4343,0,"Worst Places to Find Street Parking in NYC
 https://t.co/MUhJr3wbeg 

#parkingapp #streetparking #parking #cityparking #usaparking #way #nyc",#parkingapp #streetparking #parking #cityparking #usaparking #way #nyc,33667393
548,4/26/2021 16:30,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 12:30 PM

Alewife: 1999 free spaces (14% full)
Beverly: 347 (13%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 588 (13%)
Wonderland: 1256 (12%)
Woodland: 371 (30%)",#Parking,9.99E+17
549,4/26/2021 16:30,rentcubo,"A suite of cloud based software apps for vacation rental, co-working, self storage, and car park management businesses.","Bangalore, India",1107,117,157,0,"According to Experts, The #Parking #Management #Market was valued at  $3527.6 million in 2020, and it is projected to be worth  $6481.55 million by 2026.
.
Follow @rentcubo 
.
.
#Facts #factsonly #factsðŸ’¯ #Doyouknow #DidYouKnow #BigFacts #factoftheday #software #rental https://t.co/lz5LMf51YK",#Parking #Management #Market #Facts #factsonly #facts #Doyouknow #DidYouKnow #BigFacts #factoftheday #software #rental,1.10E+18
550,4/26/2021 16:20,EasternEng1,"Serving AEC, Manufacturing, & Business, we provide CAD Scanning & Printing, Large Format Equipment, and the expertise to help construction teams get more done.","Fishers, IN â€¢ Muncie, IN â€¢ Ft. Wayne, IN â€¢ Toledo, OH & Detroit, MI",1274,693,3397,0,"Bid release - BL063 Henderson Parking Garage-Seal Coating and Repairs-#20192699
https://t.co/QBVFp4bZlH
#Indiana #University #BL063 #Henderson #Parking #Garage #Seal #Coating #Repairs-#20192699",#Indiana #University #BL063 #Henderson #Parking #Garage #Seal #Coating #Repairs,2646305196
551,4/26/2021 16:18,SPPlusCareers,"SP+ (SP Plus) is a diverse provider of professional parking, ground transportation, facility maintenance, security, & event logistics services.  #Hiring #jobs",,126,809,1720,0,"Find your spot in #parking! We currently have Administrative/Clerical openings in Houston, TX. #CareerGrowth https://t.co/6dFovmzjtv",#parking #CareerGrowth,9.28E+17
552,4/26/2021 16:06,bmurphypointman,#affiliate #affiliatemarketing #bitcoin #business  #cryptocurrency #doge #deals #discount #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk,"Bay Area, CA",4826,69573,1048574,0,#linkedin #twitter #facebook #instagram #bitcoin #discountoffer #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,#linkedin #twitter #facebook #instagram #bitcoin #discountoffer #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport #airportparking,617853906
553,4/26/2021 16:00,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 12:00 PM

Alewife: 1996 free spaces (14% full)
Beverly: 348 (13%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 589 (12%)
Wonderland: 1258 (12%)
Woodland: 368 (31%)",#Parking,9.99E+17
554,4/26/2021 15:58,tmj_maw_cstsrv,"Follow this account for geo-targeted Customer Service job tweets in Western Area, MA. Need help? Tweet us at @CareerArc!","Western Area, MA",126,145,658,0,"Ever thought about a job in #parking? With over 4,000 locations across the US and Canada, SP + is looking for new team members in Worcester, MA. Check out our Attendant opportunity. https://t.co/ZYcocPObox #CustomerService",#parking #CustomerService,72208687
555,4/26/2021 15:48,pinnaclereny,The outer-borough specialist changing the landscape for over 45 years.,"Long Island City, NY",166,55,556,0,"Immaculate #Building w/ #Parking Available #ForLease
Off Pennsylvania Avenue Corridor! View #Exclusive https://t.co/OnPvTRG4kZ #Brooklyn #Queens #Bronx #RealEstate #Property #Listings #Commercial #Industrial #Land #RealEstate #Market https://t.co/KKFu61cRFx",#Building #Parking #ForLease #Exclusive #Brooklyn #Queens #Bronx #RealEstate #Property #Listings #Commercial #Industrial #Land #RealEstate #Market,1947828588
557,4/26/2021 15:45,ArcadiaPD,"Dial 911 for emergencies! APD uses TW to share with & to listen to our Community. Following is not an endorsement, just a chance to engage. Not monitored 24/7.","Arcadia, CA",7597,20395,14599,1,"Donâ€™t forget!  We will resume overnight and street sweeping parking enforcement Saturday morning.  If you park overnight Friday night to Saturday morning, you will need a permit. #Arcadia #community #parking https://t.co/zEiSeXEQlm",#Arcadia #community #parking,67143433
558,4/26/2021 15:43,SPPlusCareers,"SP+ (SP Plus) is a diverse provider of professional parking, ground transportation, facility maintenance, security, & event logistics services.  #Hiring #jobs",,126,809,1720,0,"Ever thought about a job in #parking? With over 4,000 locations across the US and Canada, SP + is looking for new team members in The Woodlands, TX. Check out our Customer Service Representative opportunity. https://t.co/JNJ8qKZOLE #CustomerService",#parking #CustomerService,9.28E+17
559,4/26/2021 15:36,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 11:36 AM

Alewife: 1993 free spaces (15% full)
Beverly: 346 (14%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 590 (12%)
Wonderland: 1261 (12%)
Woodland: 367 (31%)",#Parking,9.99E+17
560,4/26/2021 15:30,kstatecollegian,"The Kansas State Collegian is your independent source of news from Manhattan and the K-State campus. For coverage of Wildcat sports, follow @sportscollegian","Manhattan, Kan.",444,11779,20242,0,Monday Morning Brief: April 26 https://t.co/Lu0vLmw6hO #marchingband #parking #reccenter,#marchingband #parking #reccenter,16870352
561,4/26/2021 15:14,_TheIPC,A progressive DVLA Accredited Trade Association (ATA) representing parking operators and consumers throughout the UK and beyond.,"Macclesfield, England",2167,501,1337,1,"The main message of the #GetYourRegRight campaign is getting motorists, #parking operators, &amp; manufacturers/service-providers all working together to do what is fair &amp; reasonable. Especially now as we all try to get back to normal after another #lockdown   https://t.co/t9QUtUfECe https://t.co/60alVeEGkv",#GetYourRegRight #parking #lockdown,1.04E+18
562,4/26/2021 15:06,bmurphypointman,#affiliate #affiliatemarketing #bitcoin #business  #cryptocurrency #doge #deals #discount #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk,"Bay Area, CA",4826,69573,1048574,0,#linkedin #twitter #facebook #instagram #discountoffer #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,#linkedin #twitter #facebook #instagram #discountoffer #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport #airportparking,617853906
563,4/26/2021 15:00,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 11:00 AM

Alewife: 2003 free spaces (14% full)
Beverly: 343 (14%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 593 (12%)
Wonderland: 1262 (12%)
Woodland: 367 (31%)",#Parking,9.99E+17
564,4/26/2021 14:35,abc4utah,"ABC4 News and https://t.co/GqycyVe7nH | The latest news, weather, programming information, and special offers from your local station KTVX.",Utah,4091,67881,150325,0,"This is a Public Service Announcement for all residents of West Valley City. #WVC #WestValleyCity #Utah #parking #PSA 
https://t.co/qzQCufWKdI",#WVC #WestValleyCity #Utah #parking #PSA,15771003
565,4/26/2021 14:30,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 10:30 AM

Alewife: 1984 free spaces (15% full)
Beverly: 324 (19%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 477 (29%)
Wonderland: 865 (39%)
Woodland: 371 (30%)",#Parking,9.99E+17
566,4/26/2021 14:29,SPPlusCareers,"SP+ (SP Plus) is a diverse provider of professional parking, ground transportation, facility maintenance, security, & event logistics services.  #Hiring #jobs",,126,809,1720,0,"Find your spot in #parking! We currently have Parking Operations openings in New York, NY. #CareerGrowth https://t.co/53tPl9a4oQ",#parking #CareerGrowth,9.28E+17
567,4/26/2021 14:25,Karl_Tatler,"Multi-award winning Karl Tatler Estate Agents & Lettings successfully helping people buy, sell & let in Wirral. Open Mon-Sat 9-5:30. Viewings available 7 days.","Wirral, Merseyside",608,2429,13835,0,"Attractive semi detached 3 bed house re-designed and extended to offer family sized accommodation and forms part of a popular neighbourhood close to good schools!
https://t.co/PSPkzXKCgK
.
#karltatler #estateagents #wirral #westkirby #semidetached #familyhome #garden #parking",#karltatler #estateagents #wirral #westkirby #semidetached #familyhome #garden #parking,466351428
568,4/26/2021 14:12,PSRltd,"Nationwide experts in the promotion, rental and management of private, residential and commercial parking, garages and car parks.",Manchester - 0161 401 4000,1804,647,9388,0,https://t.co/nVXBDlYjxj Drivers slapped with fines over 'dangerous #parking' at Scots #beautyspots,#parking #beautyspots,175351371
569,4/26/2021 14:06,bmurphypointman,#affiliate #affiliatemarketing #bitcoin #business  #cryptocurrency #doge #deals #discount #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk,"Bay Area, CA",4826,69573,1048574,0,#linkedin #twitter #facebook #discountoffer #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,#linkedin #twitter #facebook #discountoffer #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport #airportparking,617853906
570,4/26/2021 14:00,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 10:00 AM

Alewife: 1993 free spaces (15% full)
Beverly: 326 (19%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 483 (28%)
Wonderland: 867 (39%)
Woodland: 373 (30%)",#Parking,9.99E+17
571,4/26/2021 13:41,glenbrimi,"Business development Manager at @Mindinventory Web Development,  Mobile Development,Hire Dedicated Developers. Email sales@mindinventory.com",USA and India,1011,481,6207,0,"How Much Does #parking  #appdevelopment  Cost?

https://t.co/nIQdyQNyNB",#parking #appdevelopment,2547589500
572,4/26/2021 13:31,FamousPixs,,,4996,1931,697133,1,ðŸ…¿ï¸ Your ultimate guide to #parking in Bucks County https://t.co/SThoeyQRmg #StayinBucksCo #ExploreinBucksCo https://t.co/OGs7jBrZTZ,#parking #StayinBucksCo #ExploreinBucksCo,279319442
573,4/26/2021 13:30,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 9:30 AM

Alewife: 1999 free spaces (14% full)
Beverly: 325 (19%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 484 (28%)
Wonderland: 869 (39%)
Woodland: 377 (29%)",#Parking,9.99E+17
574,4/26/2021 13:25,rovinjadvisor,"RovinjAdvisor: the website with more than 500 accommodation units:Apartments, Rooms, Holiday homes, Villas, Hotels, Torusit resorts
https://t.co/zAKkUQQYk5","Rovinj, Croatia",299,180,507,0,"Started to plan your vacation in Rovinj?
Here are the parking places in Rovinj: https://t.co/IT5W4gSfxq
#rovinj #parking #parkingplace https://t.co/GExhOlj3mT",#rovinj #parking #parkingplace,1110951542
575,4/26/2021 13:20,ParqEx_Madison,The Private Parking Marketplace - Madison,"Madison, WI",60,28,2313,0,"#PropertyManagers &amp; #PropertyOwners, help us help you! Let #ParqEx take the hassles of managing #parking off your plate.

It's a new week... why not find ways to lighten the load! 

Request a #Demo here: https://t.co/S0EYHpziCw

#RealEstate #PropTech #Madison #Wisconsin https://t.co/4bm1rmCd1j",#PropertyManagers #PropertyOwners #ParqEx #parking #Demo #RealEstate #PropTech #Madison #Wisconsin,7.88E+17
576,4/26/2021 13:10,ParqEx_MKE,The SMART Parking Platform - Milwaukee,"Milwaukee, WI",97,66,2321,0,"#PropertyManagers &amp; #PropertyOwners, help us help you! Let #ParqEx take the hassles of managing #parking off your plate.

It's a new week... why not find ways to lighten the load! 

Request a #Demo here: https://t.co/fpWEnzRWRf

#RealEstate #PropTech #Mke #Wisconsin https://t.co/oyHDZMYAww",#PropertyManagers #PropertyOwners #ParqEx #parking #Demo #RealEstate #PropTech #Mke #Wisconsin,7.81E+17
577,4/26/2021 13:06,bmurphypointman,#affiliate #affiliatemarketing #bitcoin #business  #cryptocurrency #doge #deals #discount #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk,"Bay Area, CA",4826,69573,1048574,1,#linkedin #twitter #discountoffer #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,#linkedin #twitter #discountoffer #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport #airportparking,617853906
578,4/26/2021 13:01,ParqEx,ParqEx is The Smart Parking Platform that is transforming parking real-estate (855)727-7391.,United States,12023,30475,9396,0,"#PropertyManagers &amp; #PropertyOwners, help us help you! Let #ParqEx take the hassles of managing #parking off your plate.

It's a new week... why not find ways to lighten the load! 

Request a #Demo here: https://t.co/ghyybeYARg

#RealEstate #PropTech https://t.co/zuG0aUw2Oy",#PropertyManagers #PropertyOwners #ParqEx #parking #Demo #RealEstate #PropTech,2410066170
579,4/26/2021 13:00,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 9:00 AM

Alewife: 2019 free spaces (13% full)
Beverly: 327 (18%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 485 (28%)
Wonderland: 875 (39%)
Woodland: 382 (28%)",#Parking,9.99E+17
580,4/26/2021 12:37,VisitBucksPA,"The official tourism promotion agency for Bucks County, Pennsylvania! #StayinBucksCo #ExploreinBucksCo #EatinBucksCo #DrinkinBucksCo","Bucks County, Pennsylvania",2538,34346,47410,1,ðŸ…¿ï¸ Your ultimate guide to #parking in Bucks County https://t.co/SThoeyQRmg #StayinBucksCo #ExploreinBucksCo https://t.co/OGs7jBrZTZ,#parking #StayinBucksCo #ExploreinBucksCo,58231266
581,4/26/2021 12:30,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 8:30 AM

Alewife: 2034 free spaces (13% full)
Beverly: 329 (18%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 489 (27%)
Wonderland: 896 (37%)
Woodland: 388 (27%)",#Parking,9.99E+17
582,4/26/2021 12:26,Book2park,The smart way to reserve Airport/ Seaport Parking nationwide! Save up to 70% on your next airport/ seaport parking reservation!,"Virginia, USA",638,449,2656,0,"#MondayMotivation: what is the most important thing in your life?
For us, it is being happy!ðŸ˜‰
#Travel #Parking #AirportParking #Discount #Deal #happy #MondayVibes #MondayMood https://t.co/blrozWN3dB",#MondayMotivation #Travel #Parking #AirportParking #Discount #Deal #happy #MondayVibes #MondayMood,362270379
583,4/26/2021 12:13,PSRltd,"Nationwide experts in the promotion, rental and management of private, residential and commercial parking, garages and car parks.",Manchester - 0161 401 4000,1804,647,9388,0,https://t.co/B2GhlOWaAf Pre-booked #parking at base of #Snowdon to cost up to Â£40,#parking #Snowdon,175351371
584,4/26/2021 12:06,bmurphypointman,#affiliate #affiliatemarketing #bitcoin #business  #cryptocurrency #doge #deals #discount #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk,"Bay Area, CA",4826,69573,1048574,0,#linkedin #discountoffer #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,#linkedin #discountoffer #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport #airportparking,617853906
585,4/26/2021 12:04,PSRltd,"Nationwide experts in the promotion, rental and management of private, residential and commercial parking, garages and car parks.",Manchester - 0161 401 4000,1804,647,9388,0,https://t.co/qlBamRYfHj #smartphone based #parking in #Harrogate to continue following trial,#smartphone #parking #Harrogate,175351371
586,4/26/2021 12:00,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 8:00 AM

Alewife: 2072 free spaces (11% full)
Beverly: 326 (19%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 496 (26%)
Wonderland: 909 (36%)
Woodland: 398 (25%)",#Parking,9.99E+17
587,4/26/2021 11:58,locomobiworld,Reinventing Parking & Transportation Solutions,"Toronto, ON ",430,179,535,0,"Why WorldStream? For marinas, campgrounds, storage facilities &amp; recreational properties, our WorldStream #CloudPortal is the solution for frictionless access. Get a handle on your #parking operation and call us today to increase your revenue and security. https://t.co/q12eluSnKr",#CloudPortal #parking,2451553903
588,4/26/2021 11:52,_TheIPC,A progressive DVLA Accredited Trade Association (ATA) representing parking operators and consumers throughout the UK and beyond.,"Macclesfield, England",2167,501,1337,2,"@BBCNews report there is a post-#lockdown upsurge in catalytic converter theft with car parks &amp; #parking professionals being on the frontline. @WestYorksPolice have devised some excellent parking guidance which can be found here: https://t.co/RlgCcIEsOG 
https://t.co/bsG4t120rC",#lockdown #parking,1.04E+18
589,4/26/2021 11:40,Karl_Tatler,"Multi-award winning Karl Tatler Estate Agents & Lettings successfully helping people buy, sell & let in Wirral. Open Mon-Sat 9-5:30. Viewings available 7 days.","Wirral, Merseyside",608,2429,13835,0,"Deceptively spacious 5 bed family extended home! Off street parking, beautiful sunny rear garden &amp; loft conversion!
https://t.co/I4uLaDdgdk
.
#karltatler #estateagents #wirral #prenton #familyhome #parking #garden #virtualtour #detached #garage #homeforsale #forsale #property",#karltatler #estateagents #wirral #prenton #familyhome #parking #garden #virtualtour #detached #garage #homeforsale #forsale #property,466351428
590,4/26/2021 11:39,_TheIPC,A progressive DVLA Accredited Trade Association (ATA) representing parking operators and consumers throughout the UK and beyond.,"Macclesfield, England",2167,501,1337,2,"@BBCNews report there is a post-#lockdown upsurge in catalytic converter theft with car parks &amp; #parking professionals being on the frontline. @WestYorksPolice have devised some excellent parking guidance which can be found here: https://t.co/RlgCcIEsOG 
https://t.co/bsG4t120rC",#lockdown #parking,1.04E+18
591,4/26/2021 11:38,LeslieSellsTO,I am a Toronto Realtor  and I specialize in the East End of Toronto Leslieville -Beach area where I reside let me make my neighborhood your neighborhood!,Toronto ON,264,125,792,0,"This is it!

#beautyonthebeach 
#beachrealestate 
#beachpenthouse 
#beachliving
#beachhome 
#2bedroom 
#beachviews
#beachrealtor
#parking
#luxuryliving 
#customcabinets 
#customcondo
#custompenthouse 
#amenities 
#beachwalks
#beachside
#RemaxHallmark 
#remaxagent 
#beachagent https://t.co/OLehpkaCPC",#beautyonthebeach #beachrealestate #beachpenthouse #beachliving #beachhome #2bedroom #beachviews #beachrealtor #parking #luxuryliving #customcabinets #customcondo #custompenthouse #amenities #beachwalks #beachside #RemaxHallmark #remaxagent #beachagent,384931640
592,4/26/2021 11:30,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 7:30 AM

Alewife: 2097 free spaces (10% full)
Beverly: 318 (21%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 504 (25%)
Wonderland: 928 (35%)
Woodland: 422 (21%)",#Parking,9.99E+17
593,4/26/2021 11:30,PSRltd,"Nationwide experts in the promotion, rental and management of private, residential and commercial parking, garages and car parks.",Manchester - 0161 401 4000,1804,647,9388,0,https://t.co/MPpMkvNykN Build more 'motorhome #parking spaces' to cope with surge in post #Covid-19 visitors to #Snowdonia,#parking #Covid #Snowdonia,175351371
594,4/26/2021 11:06,bmurphypointman,#affiliate #affiliatemarketing #bitcoin #business  #cryptocurrency #doge #deals #discount #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk,"Bay Area, CA",4826,69573,1048574,0,#discountoffer #linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,#discountoffer #linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport #airportparking,617853906
595,4/26/2021 11:00,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 7:00 AM

Alewife: 2136 free spaces (8% full)
Beverly: 323 (19%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 514 (23%)
Wonderland: 955 (33%)
Woodland: 455 (14%)",#Parking,9.99E+17
596,4/26/2021 10:30,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 6:30 AM

Alewife: 2175 free spaces (7% full)
Beverly: 322 (20%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 528 (21%)
Wonderland: 972 (32%)
Woodland: 494 (7%)",#Parking,9.99E+17
597,4/26/2021 10:06,bmurphypointman,#affiliate #affiliatemarketing #bitcoin #business  #cryptocurrency #doge #deals #discount #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk,"Bay Area, CA",4826,69573,1048574,0,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift  #affiliatemarketing #gifts #giftideas #shop #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #affiliatemarketing #gifts #giftideas #shop #shopping #shoppingonline #parking #airport #airportparking,617853906
598,4/26/2021 10:00,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 6:00 AM

Alewife: 2230 free spaces (4% full)
Beverly: 331 (17%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 550 (18%)
Wonderland: 995 (30%)
Woodland: 524 (2%)",#Parking,9.99E+17
599,4/26/2021 9:49,R8TDfoty84,"Team R8TD is now on Twitter.
add me on xbox gamer tag foty84. if you guys need a laugh find more funny crap on my headbook page as well. i think its R8TDfoty84.",australia Sydney ,89,4,144,0,i know i have been a slack prick but im back now and here you go. #R8TD #bbq #parking #funnymemes https://t.co/VgjFzPTd78,#R8TD #bbq #parking #funnymemes,31115622
600,4/26/2021 9:49,RBKgreens,The Green Party Official Account in RB Kingston. ðŸ’™RTs not always endorsements: content on 3rd party sites not ours. #CommunityAction #WearAMask #BeBold,Across the borough of Kingston,834,872,23950,1,"What it costs for a resident parking permit in European capitals 

Itâ€™s Â£90 annually (or around â‚¬108)

Seems places like Amsterdam and Stockholm have got the right idea 

#parking https://t.co/pNY8KD2CkR",#parking,8.32E+17
601,4/26/2021 9:30,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 5:30 AM

Alewife: 2249 free spaces (4% full)
Beverly: 333 (17%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 557 (17%)
Wonderland: 1003 (30%)
Woodland: 535 (0%)",#Parking,9.99E+17
